date,age_label,incid
2020-07-13,de 60 à 89 ans,4.107405708742293
2020-07-13,moins de 10 ans,3.593876180471876
2020-07-14,90 ans et plus,5.917285511966546
2020-07-14,de 10 à 19 ans,5.1940348926590865
2020-07-14,de 20 à 29 ans,9.723427746958727
2020-07-14,de 30 à 49 ans,7.194347654983567
2020-07-14,de 50 à 59 ans,5.5159551876581965
2020-07-14,de 60 à 89 ans,3.682501669906884
2020-07-14,moins de 10 ans,3.3748944777191094
2020-07-15,90 ans et plus,6.136444234631973
2020-07-15,de 10 à 19 ans,5.1940348926590865
2020-07-15,de 20 à 29 ans,9.54955627417955
2020-07-15,de 30 à 49 ans,7.549624082390163
2020-07-15,de 50 à 59 ans,5.891267602488548
2020-07-15,de 60 à 89 ans,3.959869584146665
2020-07-15,moins de 10 ans,3.6325200103694235
2020-07-16,90 ans et plus,5.917285511966546
2020-07-16,de 10 à 19 ans,5.385962278992909
2020-07-16,de 20 à 29 ans,10.258416893971587
2020-07-16,de 30 à 49 ans,8.313468401314344
2020-07-16,de 50 à 59 ans,6.198341396440653
2020-07-16,de 60 à 89 ans,4.19592738349967
2020-07-16,moins de 10 ans,3.7098076701645173
2020-07-17,90 ans et plus,6.136444234631973
2020-07-17,de 10 à 19 ans,5.577889665326732
2020-07-17,de 20 à 29 ans,10.445663095426088
2020-07-17,de 30 à 49 ans,8.485185341227531
2020-07-17,de 50 à 59 ans,6.334818638197145
2020-07-17,de 60 à 89 ans,4.579521307448304
2020-07-17,moins de 10 ans,3.2976068179240157
2020-07-18,90 ans et plus,6.574761679962829
2020-07-18,de 10 à 19 ans,5.8177988982440105
2020-07-18,de 20 à 29 ans,10.873654413036375
2020-07-18,de 30 à 49 ans,8.550319352918741
2020-07-18,de 50 à 59 ans,6.448549672994222
2020-07-18,de 60 à 89 ans,4.614929977351255
2020-07-18,moins de 10 ans,3.3491319244540785
2020-07-19,90 ans et plus,6.3556029572974015
2020-07-19,de 10 à 19 ans,5.8417898215357384
2020-07-19,de 20 à 29 ans,11.127774257867484
2020-07-19,de 30 à 49 ans,8.804934125893467
2020-07-19,de 50 à 59 ans,6.539534500831882
2020-07-19,de 60 à 89 ans,4.638535757286555
2020-07-19,moins de 10 ans,3.362013201086594
2020-07-20,90 ans et plus,6.903499763960971
2020-07-20,de 10 à 19 ans,5.829794359889875
2020-07-20,de 20 à 29 ans,11.52901611812713
2020-07-20,de 30 à 49 ans,9.095076541608854
2020-07-20,de 50 à 59 ans,6.812488984344865
2020-07-20,de 60 à 89 ans,4.9336080064778125
2020-07-20,moins de 10 ans,3.2976068179240157
2020-07-21,90 ans et plus,7.889714015955395
2020-07-21,de 10 à 19 ans,7.113308755997316
2020-07-21,de 20 à 29 ans,14.04346510908757
2020-07-21,de 30 à 49 ans,10.853694857271504
2020-07-21,de 50 à 59 ans,8.029411056673581
2020-07-21,de 60 à 89 ans,5.901444983825134
